TWEET,BELIEF,CONFIDENCE
rich galen is global warming another dc snow job blizzard url,No,1
user energy and global warming news for february 5 how activists took on oil companies calif regul url,Yes,0.8123
now tibet takes a hit with global warming as temperatures reach a record high green url,Yes,1
cbs global warming science sound climategate just a pr problem url tcot iamthemob,Yes,0.6882
shorter virginia gop it s snowing so global warming is bunk url,No,0.6607
rt user virginia republican party mocks those who trust science of global warming like bob mcdonnell url,Yes,0.653
virginia republican party mocks those who trust science of global warming like bob mcdonnell url,No,0.7024
homes that are subject to climate change pictures url,Yes,1
bulgaria antarctic expedition partakes in climate change research url,Yes,0.6603
obama won t protect pika endangered by climate change url,Yes,1
user funny rfk jr wrote a column last winter that global warming led to rare snow in dc fail,No,0.5071
user so much for global warming p,No,1
ol news oceans reveal further impacts of climate change url,Yes,1
another epic snowstorm in dc and other climate change surprises climate url,Yes,0.71
rt user stratospheric water vapor is a global warming wild card a 1 percent drop in water vapor ten miles above earth s url,Yes,1
malthusian failure rt user india forms new climate change body url,Yes,0.6662
rt user watch the new rpv web ad 12 inches of global warming url url,No,0.7133
user because of climate change of course kiddingggggggg,No,1
more climate change duncery in action url this extra snowy winter brought to you by warm el ni o moisture btw,No,0.518
could climate change be contributing to this snomg snopocalypse snowmageddon snomgasm url,Yes,0.4868
user the whole northern hemisphere is colder this winter record snowfalls in china and europe must be global warming,No,0.6646
user unlesss global warming will stop the snow fall,Yes,0.6801
while i wait in dc for blizzard a reminder that waves of weird wet snowbombs are consistent with global warming video url,Yes,1
rt user global philanthropy forum starts today view fc presentations on global health climate change more url,Yes,0.6804
rt user agu cosponsoring climate change human health briefing today on capitol hill 11a 12 3 p 21 house cannon 2p 3 3 p 4 6 senate dirksen,Yes,0.6828
do you agree lawmaker climate change just ruse to control population url,No,0.7064
best of luck user if our new centre for climate change adaptation technologies alps will be funded by austrian gov,Yes,0.6678
user lol i m just making a funny but yes global warming is real,Yes,1
time to hunker down and ride the storm out they are calling it historical so much for global warming,No,0.7137
how is denying new info on abstinence any different from denying climate change url,Yes,0.6165
hot air video o reilly vs jon stewart on foreign policy global warming palin the exciting conclusion to last url,Yes,0.6459
abc labels pachauri leading global warming scientist url,Yes,1
us government finds that pika is not at risk from climate change url wwfus wwf climate,Yes,0.6402
us government finds that pika is not at risk from climate change the u s government will p url climate wwfus wwf,Yes,1
too much change is not a good thing just ask the climate michael scott fb,Yes,0.6751
too much change is not a good thing ask the climate michael scott,Yes,1
too much change is not a good thing just ask the climate michael scott,Yes,1
too much change is not a good thing ask the climate,Yes,1
pete how do we combat them tell them we ve got global warming financial crisis energy crisis terrorism they ll leave,No,0.643
post climate change destabilizing geopolitical force url,Yes,0.6611
overall pretty orderly in target considering the global warming headed our way dc,Yes,0.6824
i wonder if the massive snowstorm about to shut down dc is the result of global warming,Yes,0.6517
bolivian un ambassador pablo solon on the world peoples summit on climate change and rights of mother earth url,Yes,0.6446
dailykos on the military leading on climate change why won t republicans listen to military anymore url user,Yes,0.674
rt user why climate change scepticism in australia has grown from a fringe argument into a mainstream political movement wna 7pm,No,0.6957
i m the fuckin rumplestiltzkin of climate change doin the impossible for last minute meetings bitches,No,0.6941
